,Central Bank Balance Sheet Size,GRDI,Bloomberg Commodity Index,Gold,Bitcoin,Bloomberg Dollar Index,Citi Dollar Positioning,Bitcoin - Story Count,Inflation - Story Count,VIX Index,MOVE Index,CVIX Index,US 2 Year,US 2s10s,Sector Rotation ,Citi Inflation Surprise,Citi EM Inflation Surprise,GBI Weighted CPI,Conference Board Inflation Expectations ,US BUDGET BALANCE,US CPI,bitcoin: (Worldwide),inflation: (Worldwide)
2014-09-10,21624.4141,127.604,122.6383,1249.77,483.24,1047.26,58.76,,,13.36,63.2071,7.68,0.5679,196.955,0.9294,-6.72,-7.41,4.1135,5.52,-2.92,2.1,3,46
2014-09-09,21623.4141,127.58,123.4755,1255.47,473.01,1045.61,67.76,,,12.7,61.5036,7.66,0.5558,194.375,0.9312,-6.72,-7.41,4.1135,5.52,-2.92,2.1,3,46
2014-09-08,21619.1289,130.27,124.2431,1255.45,469.77,1045.43,68.01,,,12.64,60.0292,7.02,0.5279,193.938,0.9338,-6.72,-7.41,4.1135,5.52,-2.92,2.1,3,46
2014-09-07,,,,,477.99,,,,,,,,,,,-6.72,-7.41,4.1135,5.52,-2.92,2.1,3,46
2014-09-05,21653.6719,131.03,124.8522,1268.81,478.42,1038.19,42.07,,,12.37,60.2652,6.53,0.5079,194.675,0.9359,-6.72,-7.41,4.1135,5.52,-2.92,2.1,3,46
2014-09-04,21691.9238,129.616,124.6729,1261.67,487.1,1039.23,44.93,,,12.4,64.9445,6.43,0.5317,191.405,0.9375,-6.72,-7.41,4.1135,5.52,-2.92,2.1,3,46
2014-09-03,21745.9258,130.301,125.1742,1269.4,476.63,1031.79,47.63,,,12.03,64.8956,6.15,0.5158,187.646,0.9383,-6.72,-7.41,4.1135,5.52,-2.92,2.1,3,46
2014-09-02,21733.0938,130.771,125.3004,1265.4,478.21,1034.2,45.92,,,12.32,61.3464,6.26,0.5237,189.349,0.9421,-6.72,-7.41,4.1135,5.52,-2.92,2.1,3,46
2014-09-01,21750.6914,131.15,,1286.0,481.87,1030.3,,,,,60.4894,,,,,-6.72,-7.41,4.1135,5.52,-2.92,2.1,3,46
2014-08-31,21758.1113,,,,479.7,,,,,,,,,,,-6.72,-7.41,4.1135,5.52,-2.92,2.1,3,40
2014-08-29,21729.2793,131.386,126.5745,1287.32,509.35,1029.48,53.92,,,11.86,60.4894,,0.4882,185.096,0.9423,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-28,21726.2813,131.1,126.3261,1289.65,508.15,1027.36,57.47,,,12.38,59.7762,5.83,0.5,183.213,0.9427,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-27,21724.4434,132.622,126.0103,1282.63,517.01,1027.82,57.37,,,11.69,56.87,5.82,0.5118,184.15,0.9447,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-26,21713.8535,132.942,125.8897,1281.2,509.84,1030.6,60.71,,,11.33,56.4543,5.83,0.4918,190.031,0.9466,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-25,21719.1387,132.73,125.4041,1276.84,505.47,1030.76,60.92,,,11.58,57.1546,,0.5,187.798,0.9451,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-24,,,,,508.83,,,,,,,,,,,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-22,21731.7266,132.7,125.4217,1281.1,516.93,1028.81,61.25,,,11.88,59.8425,5.64,0.4918,190.65,0.9469,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-21,21760.4551,131.85,125.4898,1276.78,522.72,1027.4,61.8,,,11.93,60.1866,5.74,0.4676,193.52,0.9485,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-20,21758.2832,131.17,125.2677,1291.94,514.21,1028.25,61.12,,,12.23,62.78,5.88,0.4717,195.064,0.9477,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-19,21813.0352,130.64,124.9821,1295.73,483.36,1023.51,60.86,,,12.14,61.9655,5.78,0.4273,196.838,0.9454,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-18,21830.9902,130.58,125.134,1298.4,457.43,1020.21,60.53,,,12.85,61.6902,5.59,0.4154,197.328,0.9464,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-17,,,,,486.79,,,,,,,,,,,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-15,21843.9395,129.29,125.7131,1304.7,496.75,1019.42,61.21,,,11.91,60.3933,5.74,0.4074,192.828,0.9434,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-14,21837.0938,130.39,125.6506,1313.52,513.7,1020.96,56.61,,,13.05,58.5286,5.63,0.4158,198.168,0.9444,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-13,21837.6738,129.82,126.2692,1312.92,542.95,1022.11,55.04,,,13.57,58.8215,5.79,0.4119,200.068,0.9509,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-12,21821.0449,128.57,126.8747,1309.51,570.17,1021.18,57.49,,,14.42,59.366,5.74,0.432,201.307,0.9521,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-11,21826.1152,128.29,127.6818,1308.47,575.31,1021.22,56.62,,,15.16,60.2733,5.19,0.4401,198.337,0.9532,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-10,21835.1074,,,,586.48,,,,,,,,,,,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-08,21794.6621,125.94,127.3322,1309.58,591.32,1021.37,52.77,,,16.43,62.4736,5.86,0.4442,197.212,0.9527,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-07,21829.8027,126.28,127.7319,1312.63,591.68,1022.28,55.22,,,15.5,59.4998,5.83,0.4285,197.885,0.9524,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-06,21833.7168,127.32,128.2155,1305.9,580.67,1020.65,56.87,,,17.22,56.9231,5.57,0.4564,201.049,0.951,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-05,21815.9629,127.66,127.2269,1288.78,579.65,1023.1,58.44,,,15.54,56.6779,5.5,0.4624,201.897,0.9512,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-04,21826.2031,130.29,127.9139,1288.25,586.86,1020.17,57.19,,,16.64,52.2977,5.4,0.4644,201.333,0.954,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-03,,,,,587.07,,,,,,,,,,,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-08-01,21826.2109,128.14,127.089,1293.75,600.03,1020.69,46.99,,,16.67,52.2603,5.47,0.4723,201.625,0.9478,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,40
2014-07-31,21784.377,127.21,127.9143,1282.59,586.36,1021.93,48.65,,,14.35,56.4578,5.82,0.5276,202.634,0.9546,0.54,-12.69,4.1031,5.52,-2.92,2.1,3,39
2014-07-30,21747.1484,130.96,128.4524,1296.3,564.63,1020.59,49.05,,,12.63,55.8916,5.79,0.5551,199.701,0.9568,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-29,21770.623,132.02,128.6299,1299.11,582.28,1016.84,46.0,,,12.35,53.8049,5.54,0.5393,191.681,0.953,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-28,21783.584,133.05,129.3386,1304.05,592.19,1014.17,46.46,,,12.93,54.0815,5.36,0.5,198.126,0.9538,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-27,,,,,594.18,,,,,,,,,,,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-25,21782.0508,132.8,129.3045,1307.22,599.5,1014.12,47.1,,,12.03,54.4272,5.35,0.4877,197.369,0.9552,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-24,21767.4043,134.0,129.0494,1293.66,603.65,1012.31,48.21,,,11.43,54.2576,5.39,0.4918,200.658,0.9555,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-23,21776.123,134.36,129.1567,1304.59,620.0,1010.77,45.12,,,11.54,53.3872,5.35,0.4675,199.398,0.9564,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-22,21764.5059,133.36,128.8095,1306.42,621.84,1010.83,44.98,,,11.97,53.8013,5.35,0.4716,198.45,0.9584,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-21,21778.0137,132.71,129.3721,1312.49,620.78,1009.74,46.35,,,12.85,53.8511,4.93,0.4899,197.345,0.956,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-20,21779.5605,,,,624.29,,,,,,,,,,,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-18,21759.2715,133.4,129.2916,1310.88,628.86,1009.53,46.9,,,13.34,54.4105,5.01,0.4777,199.908,0.9542,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-17,21756.4941,130.55,129.982,1319.19,623.03,1010.31,45.23,,,11.35,54.4908,5.35,0.4436,199.82,0.9586,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-16,21743.7656,135.6,129.771,1299.21,619.47,1009.86,43.15,,,10.81,52.8802,5.29,0.4839,203.805,0.9617,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-15,21737.5566,,129.4809,1294.05,621.74,1008.96,43.17,,,11.53,54.0261,5.1,0.4759,206.686,0.9538,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-14,21751.6133,,130.167,1307.15,622.08,1006.77,43.3,,,11.6,54.4204,5.21,0.4599,208.286,0.9493,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-13,,,,,629.42,,,,,,,,,,,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-11,21755.4844,,130.1882,1338.7,633.68,1006.89,44.19,,,12.5,54.7685,5.19,0.4479,206.409,0.9452,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-10,21727.8223,132.261,131.1412,1335.75,618.05,1005.55,43.34,,,13.22,55.6134,5.3,0.4541,207.776,0.9443,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-09,21676.3223,133.959,131.5479,1327.83,624.14,1004.89,45.11,,,11.74,55.1653,5.18,0.4761,207.025,0.9508,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-08,21665.4902,133.855,132.3622,1319.24,624.81,1006.15,45.0,,,11.72,54.9666,5.26,0.504,204.779,0.9486,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-07,21656.8145,134.82,132.66,1319.94,623.92,1007.3,44.58,,,11.15,55.0533,5.41,0.5119,209.606,0.9513,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-06,,,,,634.5,,,,,,,,,,,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-04,21649.7852,,,1320.55,634.88,1007.41,,,,,56.8914,5.17,,,,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-03,21673.9121,135.943,134.2159,1319.53,642.87,1007.05,38.03,,,10.47,56.8914,5.02,0.5059,212.841,0.9533,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-02,21694.7617,134.497,134.2875,1326.86,648.22,1005.15,42.85,,,11.18,59.5758,5.21,0.4803,214.216,0.9496,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-07-01,21696.0332,135.72,134.2322,1326.46,643.33,1002.67,39.61,,,11.28,58.2541,5.27,0.4645,209.622,0.9505,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,39
2014-06-30,21703.7598,134.997,134.6268,1327.33,646.97,1003.34,37.46,,,11.75,52.7366,5.26,0.4567,206.975,0.9502,-2.74,-7.53,4.2997,5.52,-2.92,2.1,3,43
2014-06-29,,,,,594.53,,,,,,,,,,,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-27,21681.7852,134.98,135.8867,1316.17,576.53,1005.04,38.08,,,11.72,53.2783,5.31,0.4607,206.936,0.9495,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-26,21650.7832,134.3,136.3613,1316.58,571.59,1007.69,38.6,,,11.51,53.2533,5.31,0.4627,206.198,0.9477,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-25,21650.8516,134.26,136.6259,1319.18,570.43,1008.29,39.16,,,12.31,54.0555,5.31,0.4804,207.492,0.9478,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-24,21643.416,133.85,136.3393,1318.29,585.23,1009.97,37.73,,,11.02,53.8576,5.37,0.4563,211.775,0.9482,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-23,21644.1973,135.02,136.1513,1317.52,586.97,1008.89,37.9,,,11.26,54.5909,5.38,0.4643,215.771,0.9563,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-22,,,,,598.6,,,,,,,,,,,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-20,21639.7031,135.15,136.5546,1314.82,594.47,1009.83,37.41,,,10.4,54.88,5.78,0.4561,214.509,0.9516,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-19,21697.1953,135.12,136.268,1320.39,604.87,1010.32,38.48,,,10.53,55.5349,5.28,0.4477,216.886,0.9511,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-18,21694.6797,134.26,134.8681,1277.71,605.32,1011.01,37.94,,,11.8,59.4466,5.49,0.4435,213.68,0.9551,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-17,21651.8164,132.72,134.6609,1270.58,606.39,1014.57,35.3,,,12.81,58.3924,5.68,0.4797,216.851,0.9595,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-16,21665.418,132.11,134.7102,1272.0,592.81,1011.61,35.57,,,12.65,58.0734,5.58,0.4675,212.545,0.9569,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-15,,,,,574.04,,,,,,,,,,,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-13,21653.0273,132.53,134.7728,1276.96,582.37,1012.73,36.69,,,12.45,58.3924,5.51,0.4493,215.199,0.9588,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-12,21736.457,132.47,134.2768,1273.45,591.01,1011.61,36.34,,,11.81,56.0907,5.57,0.437,215.412,0.9549,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-11,21722.998,134.25,132.8375,1261.07,634.44,1014.32,32.38,,,11.42,55.3718,5.55,0.4309,220.449,0.9562,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-10,21709.416,134.69,133.2885,1259.9,645.34,1014.97,32.36,,,11.3,56.8955,5.61,0.4388,220.109,0.9556,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-09,21698.2695,134.57,133.797,1252.34,646.2,1014.2,30.2,,,11.23,57.3291,5.51,0.4188,218.038,0.9568,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-08,,,,,654.19,,,,,,,,,,,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-06,21710.123,134.48,133.7139,1253.22,652.65,1012.8,41.03,,,11.32,59.2726,5.57,0.3988,218.21,0.9513,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-05,21735.1758,131.21,133.2865,1253.63,659.99,1011.98,46.56,,,12.09,65.1219,5.75,0.379,219.944,0.9452,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-04,21713.5664,130.83,133.2861,1243.94,648.99,1015.89,42.42,,,12.15,64.9098,6.23,0.3908,220.738,0.9415,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-03,21717.4629,132.13,133.5879,1244.95,671.83,1014.69,46.07,,,12.03,60.9403,6.09,0.3987,219.589,0.9424,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-02,21713.7969,132.85,133.9812,1243.93,655.27,1014.8,41.4,,,11.69,59.7275,6.1,0.3868,213.594,0.9433,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-06-01,,,,,647.41,,,,,,,,,,,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,43
2014-05-31,21737.0156,,,,,,,,,,,,,,,-9.97,-12.02,4.3586,5.48,-3.17,1.5,3,50
2014-05-30,21694.5488,133.15,133.8324,1249.68,613.92,1010.78,45.54,,,11.66,58.295,5.89,0.373,209.891,0.9423,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-29,21629.4727,133.05,134.7409,1255.56,568.62,1011.28,44.36,,,11.58,56.3801,6.02,0.375,208.542,0.9467,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-28,21625.6484,133.06,134.7949,1258.14,570.67,1013.16,43.54,,,11.6,55.1642,6.18,0.3652,207.399,0.948,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-27,21636.9492,132.9,134.7938,1264.95,577.54,1011.59,43.68,,,11.69,56.7714,6.15,0.3444,216.572,0.9479,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-26,21640.291,132.31,,1292.91,581.81,1010.7,,,,,58.228,,,,,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-25,,,,,574.93,,,,,,,,,,,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-23,21635.8926,132.34,135.713,1292.61,532.48,1011.47,40.27,,,11.96,58.228,6.27,0.3424,218.557,0.948,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-22,21674.5137,131.49,135.6012,1294.1,522.31,1010.61,39.76,,,11.93,58.228,6.26,0.3426,220.325,0.9438,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-21,21690.2441,130.87,135.6405,1292.05,494.18,1009.51,39.88,,,12.38,59.1208,6.09,0.3386,218.939,0.945,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-20,21703.582,129.73,135.6008,1294.37,489.43,1008.92,39.27,,,12.69,60.0082,6.28,0.3346,217.199,0.9428,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-19,21690.8359,131.01,135.7201,1292.97,449.06,1007.78,38.78,,,13.17,58.1717,6.12,0.3427,219.775,0.9458,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-18,,,,,445.91,,,,,,,,,,,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-16,21687.5586,130.32,135.2348,1293.52,449.68,1008.12,39.98,,,13.31,58.6954,6.31,0.3589,216.02,0.9412,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-15,21678.6914,129.86,135.7908,1296.22,447.38,1009.02,33.65,,,12.73,55.7207,6.17,0.3509,213.44,0.9421,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-14,21672.0879,131.55,136.6092,1305.97,448.31,1008.77,30.31,,,12.42,55.2719,5.98,0.367,217.172,0.9436,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-13,21627.6094,131.74,136.3039,1293.63,437.55,1010.06,30.28,,,12.36,56.0906,6.15,0.379,222.591,0.9471,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-12,21642.1914,131.76,136.0531,1295.8,441.44,1008.35,24.04,,,12.46,56.1711,6.08,0.395,226.212,0.9488,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-11,,,,,436.17,,,,,,,,,,,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-10,21648.8613,,,,,,,,,,,,,,,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-09,21624.8594,130.64,135.7618,1288.91,452.29,1007.81,21.81,,,13.55,56.0906,6.13,0.383,223.631,0.9417,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-08,21692.6992,129.64,136.2816,1289.43,441.8,1003.45,26.38,,,13.69,57.3378,5.8,0.3869,222.519,0.9428,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-07,21702.5156,129.13,136.5841,1289.88,447.46,1003.5,19.6,,,13.64,57.3378,6.02,0.3988,218.502,0.9415,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-06,21704.6406,128.45,137.197,1308.05,427.66,1002.53,18.25,,,13.65,58.6651,6.05,0.4226,216.491,0.9435,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-05,21681.9863,,136.8194,1310.28,430.34,1007.55,16.73,,,13.95,55.3438,6.02,0.4185,218.433,0.9436,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-04,,,,,438.44,,,,,,,,,,,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-02,21679.2402,130.08,136.675,1299.69,451.51,1007.72,21.33,,,13.15,55.3438,6.02,0.4224,215.791,0.9453,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-05-01,21578.2246,128.9,136.2771,1284.31,460.93,1008.22,19.5,,,13.64,58.8385,5.84,0.4065,220.287,0.9374,-9.98,-7.09,4.2293,5.48,-3.17,1.5,3,50
2014-04-30,21579.6914,128.76,137.7964,1291.6,448.23,1008.01,21.09,,,14.05,58.8846,6.11,0.4104,223.159,0.9393,-9.98,-7.09,4.2293,5.48,-3.17,1.5,4,52
2014-04-29,21541.8301,128.41,138.6677,1295.92,447.81,1010.78,20.49,,,13.88,59.9428,6.15,0.4378,224.956,0.938,-15.35,-10.11,4.112,5.48,-3.17,1.5,4,52
2014-04-28,21553.7754,128.36,137.8149,1296.74,439.17,1010.89,30.24,,,14.27,59.1022,6.24,0.4319,226.457,0.9338,-15.35,-10.11,4.112,5.48,-3.17,1.5,4,52
2014-04-25,21557.793,128.46,138.0458,1303.25,462.59,1011.02,28.77,,,13.93,58.073,6.29,0.43,222.839,0.9394,-15.35,-10.11,4.112,5.48,-3.17,1.5,4,52
2014-04-24,21549.666,129.43,138.1519,1293.36,476.52,1011.04,32.01,,,13.36,57.8493,6.34,0.4378,223.874,0.9478,-15.35,-10.11,4.112,5.48,-3.17,1.5,4,52
2014-04-23,21541.5059,129.47,137.6169,1283.91,492.02,1011.45,33.06,,,13.35,56.5768,6.49,0.4418,225.299,0.9481,-15.35,-10.11,4.112,5.48,-3.17,1.5,4,52
2014-04-22,21524.6738,129.48,137.3954,1283.81,496.18,1011.18,32.89,,,13.13,57.0941,6.45,0.3993,230.718,0.9474,-15.35,-10.11,4.112,5.48,-3.17,1.5,4,52
2014-04-21,21522.0723,129.05,136.9121,1289.77,503.18,1011.5,34.24,,,14.1,56.8273,,0.3912,231.988,0.9489,-15.35,-10.11,4.112,5.48,-3.17,1.5,4,52
2014-04-20,21530.8262,,,,,,,,,,,,,,,-15.35,-10.11,4.112,5.48,-3.17,1.5,4,52
2014-04-18,21514.3789,,,1294.3,476.17,1010.9,,,,,59.4777,,,,,-15.35,-10.11,4.112,5.48,-3.17,1.5,4,52
2014-04-17,21389.4688,128.15,137.6799,1295.12,496.81,1010.68,34.51,,,14.09,59.4777,6.52,0.3952,232.224,0.9507,-15.35,-10.11,4.112,5.48,-3.17,1.5,4,52
2014-04-16,21393.6133,127.15,137.0637,1302.53,527.14,1010.13,37.04,,,14.89,58.0214,6.54,0.367,225.727,0.9458,-15.35,-10.11,4.112,5.48,-3.17,1.5,4,52
2014-04-15,21360.8418,125.26,136.8214,1302.64,517.6,1009.9,35.99,,,16.14,59.187,6.83,0.367,225.729,0.9412,-15.35,-10.11,4.112,5.48,-3.17,1.5,4,52
2014-04-14,21363.7793,125.11,137.3696,1327.99,,1008.01,36.81,,,16.14,59.1522,6.73,0.367,227.716,0.9428,-15.35,-10.11,4.112,5.48,-3.17,1.5,4,52
2014-04-11,21383.0566,124.54,136.4015,1318.42,426.53,1006.46,36.86,,,16.66,58.6405,6.64,0.355,226.574,0.9404,-15.35,-10.11,4.112,5.48,-3.17,1.5,4,52
2014-04-10,21368.1094,126.5,136.9841,1318.94,376.9,1005.16,35.45,,,13.98,55.4351,6.67,0.3511,229.227,0.9421,-15.35,-10.11,4.112,5.48,-3.17,1.5,4,52
2014-04-09,21330.9863,128.84,136.4738,1311.8,428.9,1005.62,35.24,,,14.58,54.7194,6.58,0.3631,232.281,0.9423,-15.35,-10.11,4.112,5.48,-3.17,1.5,4,52
2014-04-08,21315.1113,127.35,136.0381,1308.66,452.62,1008.53,32.92,,,15.59,55.9286,6.61,0.3949,228.197,0.9436,-15.35,-10.11,4.112,5.48,-3.17,1.5,4,52
2014-04-07,21273.6328,126.56,134.6134,1297.28,454.2,1014.65,34.47,,,14.96,55.6606,6.64,0.3948,230.103,0.9384,-15.35,-10.11,4.112,5.48,-3.17,1.5,4,52
2014-04-04,21261.3418,126.79,134.746,1303.5,455.27,1016.65,32.27,,,12.88,58.7747,6.88,0.4107,230.606,0.9466,-15.35,-10.11,4.112,5.48,-3.17,1.5,4,52
2014-04-03,21217.707,126.15,134.281,1286.7,436.23,1019.9,31.47,,,13.02,65.2048,7.07,0.454,233.923,0.9503,-15.35,-10.11,4.112,5.48,-3.17,1.5,4,52
2014-04-02,21228.9375,126.12,133.3962,1289.9,429.86,1017.78,32.01,,,13.17,66.275,7.25,0.4539,234.665,0.9501,-15.35,-10.11,4.112,5.48,-3.17,1.5,4,52
2014-04-01,21230.207,127.25,133.6894,1278.95,482.23,1016.08,35.31,,,13.43,61.526,7.32,0.4301,231.845,0.9483,-15.35,-10.11,4.112,5.48,-3.17,1.5,4,52
2014-03-31,21234.4922,125.89,134.5234,1284.01,465.75,1015.77,36.07,,,13.88,61.815,7.34,0.4183,229.586,0.9425,-15.35,-10.11,4.112,5.48,-3.17,1.5,6,54
2014-03-28,21255.1406,124.92,134.7452,1295.22,504.0,1016.26,29.97,,,14.15,61.9359,7.36,0.4496,226.72,0.9457,-22.31,-11.82,3.9947,5.22,-3.56,1.5,6,54
2014-03-27,21296.3672,124.96,134.6025,1291.31,513.58,1015.21,30.06,,,15.0,59.4231,7.51,0.4457,223.141,0.9385,-22.31,-11.82,3.9947,5.22,-3.56,1.5,6,54
2014-03-26,21308.502,125.27,133.4428,1304.48,561.62,1015.39,31.51,,,13.64,57.7753,7.18,0.4418,224.529,0.939,-22.31,-11.82,3.9947,5.22,-3.56,1.5,6,54
2014-03-25,21308.25,126.1,133.6633,1311.17,572.0,1016.73,32.17,,,14.16,58.3352,7.08,0.425,231.891,0.9469,-22.31,-11.82,3.9947,5.22,-3.56,1.5,6,54
2014-03-24,21311.5293,124.89,133.0806,1308.76,582.45,1017.4,32.74,,,14.7,58.7127,7.02,0.4329,229.108,0.9487,-22.31,-11.82,3.9947,5.22,-3.56,1.5,6,54
2014-03-21,21301.5508,124.361,132.944,1334.69,571.71,1019.26,34.51,,,13.96,60.8191,7.13,0.4245,231.398,0.9461,-22.31,-11.82,3.9947,5.22,-3.56,1.5,6,54
2014-03-20,21297.748,124.267,133.2677,1327.77,581.84,1021.54,38.1,,,15.58,60.8191,7.29,0.4197,234.782,0.9406,-22.31,-11.82,3.9947,5.22,-3.56,1.5,6,54
2014-03-19,21296.7988,123.449,134.8893,1329.59,603.85,1020.09,38.58,,,14.56,65.6161,7.32,0.4195,234.896,0.9359,-22.31,-11.82,3.9947,5.22,-3.56,1.5,6,54
